Code,Name,N,E,Z,B,L,84H,RMS_x,RMS_y,RMS_h,Solution,Start time,Measure times,Antenna height,Antenna measure type,RMS,PDOP,HDOP,VDOP,TDOP,GDOP,Elevation,Tilt distance,End time,Base ID
 «π,X84-13,1860983.051,506656.68,137.519,"16?49'55.58433""","99?03'44.93518""",100.265,0.005,0.005,0.01,fixed,12/12/2020 14:21,3,2,Bottom of receiver,0.008,1.641,0.741,1.464,1.11,1.981,"15?00'00.00000""",0,12/12/2020 14:21,2
 «π,X84-14,1860986.165,506663.458,138.89,"16?49'55.68560""","99?03'45.16424""",101.636,0.004,0.004,0.013,fixed,12/12/2020 14:22,3,2,Bottom of receiver,0.01,1.463,0.771,1.244,0.936,1.737,"15?00'00.00000""",0,12/12/2020 14:22,2
 «π,X84-15,1860988.559,506667.889,139.047,"16?49'55.76347""","99?03'45.31399""",101.793,0.002,0.002,0.008,fixed,12/12/2020 14:22,3,2,Bottom of receiver,0.006,1.638,0.742,1.46,1.109,1.978,"15?00'00.00000""",0,12/12/2020 14:22,2
 «π,X84-16,1860991.287,506672.894,138.932,"16?49'55.85217""","99?03'45.48315""",101.678,0.002,0.002,0.004,fixed,12/12/2020 14:22,3,2,Bottom of receiver,0.003,1.496,0.702,1.32,0.978,1.787,"15?00'00.00000""",0,12/12/2020 14:22,2
 «π,X84-17,1860993.828,506677.337,138.915,"16?49'55.93483""","99?03'45.63330""",101.662,0.003,0.003,0.005,fixed,12/12/2020 14:22,3,2,Bottom of receiver,0.004,1.684,0.745,1.51,1.126,2.025,"15?00'00.00000""",0,12/12/2020 14:22,2
 «π,X84-18,1860996.212,506681.958,138.826,"16?49'56.01238""","99?03'45.78948""",101.572,0.008,0.008,0.015,fixed,12/12/2020 14:22,3,2,Bottom of receiver,0.012,1.31,0.658,1.132,0.811,1.54,"15?00'00.00000""",0,12/12/2020 14:22,2
 «π,X84-19,1861000.401,506686.913,138.45,"16?49'56.14865""","99?03'45.95696""",101.196,0.003,0.003,0.006,fixed,12/12/2020 14:23,3,2,Bottom of receiver,0.005,1.458,0.712,1.273,0.922,1.725,"15?00'00.00000""",0,12/12/2020 14:23,2
 «π,X83-1,1861053.165,506655.006,137.611,"16?49'57.86607""","99?03'44.87936""",100.356,0.004,0.004,0.009,fixed,12/12/2020 14:26,3,2,Bottom of receiver,0.007,1.567,0.789,1.354,1.006,1.862,"15?00'00.00000""",0,12/12/2020 14:26,2
 «π,X83-2,1861049.495,506650.825,137.427,"16?49'57.74666""","99?03'44.73805""",100.172,0.006,0.006,0.017,fixed,12/12/2020 14:26,3,2,Bottom of receiver,0.013,2.109,0.956,1.88,1.462,2.566,"15?00'00.00000""",0,12/12/2020 14:26,2
 «π,X83-3,1861043.939,506644.303,137.863,"16?49'57.56592""","99?03'44.51758""",100.608,0.012,0.012,0.027,fixed,12/12/2020 14:27,3,2,Bottom of receiver,0.021,2.254,1.099,1.968,1.561,2.742,"15?00'00.00000""",0,12/12/2020 14:27,2
 «π,X83-4,1861038.276,506639.801,137.886,"16?49'57.38168""","99?03'44.36539""",100.631,0.007,0.007,0.015,fixed,12/12/2020 14:27,3,2,Bottom of receiver,0.012,1.503,0.827,1.255,0.922,1.763,"15?00'00.00000""",0,12/12/2020 14:27,2
 «π,X83-5,1861032.504,506635.106,137.962,"16?49'57.19390""","99?03'44.20669""",100.707,0.003,0.003,0.006,fixed,12/12/2020 14:27,3,2,Bottom of receiver,0.005,1.599,0.858,1.349,1.006,1.889,"15?00'00.00000""",0,12/12/2020 14:28,2
 «π,X83-6,1861027.915,506628.078,138.433,"16?49'57.04462""","99?03'43.96915""",101.178,0.002,0.002,0.004,fixed,12/12/2020 14:28,3,2,Bottom of receiver,0.004,1.776,0.893,1.535,1.182,2.133,"15?00'00.00000""",0,12/12/2020 14:28,2
 «π,X83-7,1861024.248,506622.921,138.757,"16?49'56.92533""","99?03'43.79488""",101.502,0.005,0.005,0.016,fixed,12/12/2020 14:28,3,2,Bottom of receiver,0.012,1.36,0.699,1.167,0.83,1.593,"15?00'00.00000""",0,12/12/2020 14:28,2
 «π,X83-8,1861019.934,506618.366,138.935,"16?49'56.78502""","99?03'43.64089""",101.68,0.002,0.002,0.008,fixed,12/12/2020 14:29,3,2,Bottom of receiver,0.006,1.873,0.915,1.634,1.241,2.247,"15?00'00.00000""",0,12/12/2020 14:29,2
 «π,X83-9,1861011.874,506609.414,139.496,"16?49'56.52279""","99?03'43.33832""",102.241,0.004,0.004,0.007,fixed,12/12/2020 14:29,3,2,Bottom of receiver,0.006,1.322,0.691,1.127,0.8,1.546,"15?00'00.00000""",0,12/12/2020 14:29,2
 «π,X83-10,1861006.497,506604.927,139.882,"16?49'56.34786""","99?03'43.18663""",102.627,0.005,0.005,0.017,fixed,12/12/2020 14:30,3,2,Bottom of receiver,0.012,1.423,0.745,1.213,0.878,1.672,"15?00'00.00000""",0,12/12/2020 14:30,2
 «π,X83-11,1861003.003,506599.479,140.304,"16?49'56.23421""","99?03'43.00251""",103.049,0.005,0.005,0.015,fixed,12/12/2020 14:30,3,2,Bottom of receiver,0.011,1.46,0.807,1.217,0.878,1.704,"15?00'00.00000""",0,12/12/2020 14:30,2
 «π,X83-12,1860996.614,506588.897,140.852,"16?49'56.02640""","99?03'42.64486""",103.598,0.003,0.003,0.008,fixed,12/12/2020 14:30,3,2,Bottom of receiver,0.006,1.582,0.813,1.357,0.903,1.821,"15?00'00.00000""",0,12/12/2020 14:30,2
 «π,X83-13,1860988.01,506583.35,141.491,"16?49'55.74646""","99?03'42.45733""",104.236,0.004,0.004,0.013,fixed,12/12/2020 14:31,3,2,Bottom of receiver,0.01,1.553,0.838,1.308,0.995,1.844,"15?00'00.00000""",0,12/12/2020 14:31,2
 «π,X83-14,1860980.831,506578.613,141.951,"16?49'55.51288""","99?03'42.29719""",104.697,0.002,0.002,0.006,fixed,12/12/2020 14:31,3,2,Bottom of receiver,0.004,1.461,0.724,1.269,0.932,1.733,"15?00'00.00000""",0,12/12/2020 14:31,2
 «π,X83-15,1860971.596,506573.753,142.512,"16?49'55.21240""","99?03'42.13288""",105.258,0.002,0.002,0.007,fixed,12/12/2020 14:31,3,2,Bottom of receiver,0.006,1.476,0.735,1.28,0.959,1.76,"15?00'00.00000""",0,12/12/2020 14:31,2
 «π,X89-1,1860730.961,506742.655,146.886,"16?49'47.37971""","99?03'47.83761""",109.639,0.001,0.001,0.003,fixed,12/12/2020 14:39,3,2,Bottom of receiver,0.003,1.138,0.602,0.966,0.667,1.319,"15?00'00.00000""",0,12/12/2020 14:39,2
 «π,X89-2,1860733.369,506745.372,146.722,"16?49'47.45803""","99?03'47.92945""",109.475,0.002,0.002,0.003,fixed,12/12/2020 14:39,3,2,Bottom of receiver,0.003,1.138,0.602,0.966,0.667,1.319,"15?00'00.00000""",0,12/12/2020 14:39,2
 «π,X89-3,1860736.289,506750.784,146.215,"16?49'47.55300""","99?03'48.11236""",108.968,0.002,0.002,0.003,fixed,12/12/2020 14:39,3,2,Bottom of receiver,0.003,1.138,0.602,0.966,0.667,1.319,"15?00'00.00000""",0,12/12/2020 14:40,2
 «π,X89-4,1860738.098,506754.893,145.797,"16?49'47.61183""","99?03'48.25124""",108.55,0.002,0.002,0.003,fixed,12/12/2020 14:40,3,2,Bottom of receiver,0.003,1.138,0.602,0.966,0.667,1.319,"15?00'00.00000""",0,12/12/2020 14:40,2
 «π,X89-5,1860740.703,506759.503,145.351,"16?49'47.69654""","99?03'48.40704""",108.105,0.001,0.001,0.003,fixed,12/12/2020 14:40,3,2,Bottom of receiver,0.002,1.138,0.602,0.965,0.667,1.319,"15?00'00.00000""",0,12/12/2020 14:40,2
 «π,X89-6,1860743.578,506763.752,144.863,"16?49'47.79008""","99?03'48.55064""",107.616,0.001,0.001,0.002,fixed,12/12/2020 14:40,3,2,Bottom of receiver,0.002,1.137,0.602,0.965,0.667,1.319,"15?00'00.00000""",0,12/12/2020 14:40,2
 «π,X89-7,1860746.752,506767.942,144.592,"16?49'47.89331""","99?03'48.69224""",107.346,0.002,0.002,0.003,fixed,12/12/2020 14:41,3,2,Bottom of receiver,0.003,1.137,0.602,0.965,0.667,1.318,"15?00'00.00000""",0,12/12/2020 14:41,2
 «π,X89-8,1860750.554,506773.534,144.13,"16?49'48.01700""","99?03'48.88126""",106.883,0.002,0.002,0.003,fixed,12/12/2020 14:41,3,2,Bottom of receiver,0.003,1.137,0.602,0.965,0.667,1.318,"15?00'00.00000""",0,12/12/2020 14:41,2
 «π,X89-9,1860754.106,506778.92,143.8,"16?49'48.13252""","99?03'49.06327""",106.553,0.004,0.004,0.007,fixed,12/12/2020 14:41,3,2,Bottom of receiver,0.006,1.237,0.647,1.054,0.742,1.442,"15?00'00.00000""",0,12/12/2020 14:42,2
 «π,X89-10,1860756.784,506782.894,143.524,"16?49'48.21963""","99?03'49.19758""",106.277,0.002,0.002,0.003,fixed,12/12/2020 14:42,3,2,Bottom of receiver,0.003,1.137,0.602,0.964,0.667,1.318,"15?00'00.00000""",0,12/12/2020 14:42,2
 «π,X89-11,1860760.035,506787.374,143.36,"16?49'48.32539""","99?03'49.34902""",106.113,0.001,0.001,0.003,fixed,12/12/2020 14:42,3,2,Bottom of receiver,0.002,1.136,0.602,0.964,0.667,1.318,"15?00'00.00000""",0,12/12/2020 14:42,2
 «π,X89-12,1860763.436,506792.198,143.207,"16?49'48.43602""","99?03'49.51207""",105.96,0.001,0.001,0.003,fixed,12/12/2020 14:42,3,2,Bottom of receiver,0.002,1.235,0.646,1.052,0.741,1.44,"15?00'00.00000""",0,12/12/2020 14:42,2
 «π,X89-13,1860766.522,506796.329,143.17,"16?49'48.53641""","99?03'49.65167""",105.923,0.002,0.002,0.004,fixed,12/12/2020 14:42,3,2,Bottom of receiver,0.003,1.136,0.602,0.964,0.667,1.318,"15?00'00.00000""",0,12/12/2020 14:42,2
 «π,X89-14,1860770.293,506801.81,143.059,"16?49'48.65905""","99?03'49.83691""",105.812,0.002,0.002,0.003,fixed,12/12/2020 14:43,3,2,Bottom of receiver,0.003,1.189,0.632,1.007,0.714,1.387,"15?00'00.00000""",0,12/12/2020 14:43,2
 «π,X89-15,1860774.39,506807.697,142.966,"16?49'48.79232""","99?03'50.03588""",105.719,0.002,0.002,0.003,fixed,12/12/2020 14:43,3,2,Bottom of receiver,0.002,1.232,0.645,1.05,0.74,1.438,"15?00'00.00000""",0,12/12/2020 14:43,2
 «π,X89-16,1860778.239,506813.329,142.972,"16?49'48.91752""","99?03'50.22626""",105.725,0.002,0.002,0.003,fixed,12/12/2020 14:43,3,2,Bottom of receiver,0.003,1.232,0.645,1.049,0.74,1.437,"15?00'00.00000""",0,12/12/2020 14:43,2
 «π,X89-17,1860781.94,506817.514,142.946,"16?49'49.03791""","99?03'50.36771""",105.699,0.002,0.002,0.002,fixed,12/12/2020 14:43,3,2,Bottom of receiver,0.002,1.231,0.645,1.049,0.74,1.436,"15?00'00.00000""",0,12/12/2020 14:43,2
 «π,X89-18,1860786.313,506823.585,142.964,"16?49'49.18017""","99?03'50.57288""",105.717,0.002,0.002,0.003,fixed,12/12/2020 14:43,3,2,Bottom of receiver,0.003,1.23,0.645,1.048,0.739,1.435,"15?00'00.00000""",0,12/12/2020 14:44,2
 «π,X89-19,1860790.82,506829.904,143.154,"16?49'49.32676""","99?03'50.78645""",105.907,0.002,0.002,0.003,fixed,12/12/2020 14:44,3,2,Bottom of receiver,0.003,1.229,0.645,1.047,0.739,1.434,"15?00'00.00000""",0,12/12/2020 14:44,2
 «π,X89-20,1860794.252,506835.236,143.123,"16?49'49.43840""","99?03'50.96667""",105.876,0.002,0.002,0.004,fixed,12/12/2020 14:44,3,2,Bottom of receiver,0.003,1.327,0.747,1.097,0.801,1.55,"15?00'00.00000""",0,12/12/2020 14:44,2
 «π,X90-1,1860750.128,506850.074,139.717,"16?49'48.00233""","99?03'51.46756""",102.471,0.003,0.003,0.006,fixed,12/12/2020 14:46,3,2,Bottom of receiver,0.005,1.283,0.663,1.098,0.792,1.508,"15?00'00.00000""",0,12/12/2020 14:46,2
 «π,X90-2,1860748.496,506845.617,140.203,"16?49'47.94926""","99?03'51.31695""",102.957,0.003,0.003,0.005,fixed,12/12/2020 14:46,3,2,Bottom of receiver,0.004,1.222,0.643,1.039,0.735,1.426,"15?00'00.00000""",0,12/12/2020 14:46,2
 «π,X90-3,1860745.696,506838.918,141.011,"16?49'47.85820""","99?03'51.09057""",103.765,0.002,0.002,0.006,fixed,12/12/2020 14:46,3,2,Bottom of receiver,0.005,1.269,0.672,1.077,0.776,1.487,"15?00'00.00000""",0,12/12/2020 14:46,2
 «π,X90-4,1860740.541,506829.498,141.815,"16?49'47.69056""","99?03'50.77218""",104.569,0.002,0.002,0.004,fixed,12/12/2020 14:47,3,2,Bottom of receiver,0.004,1.132,0.602,0.958,0.667,1.314,"15?00'00.00000""",0,12/12/2020 14:47,2
 «π,X90-5,1860734.455,506819.962,142.529,"16?49'47.49259""","99?03'50.44990""",105.283,0.002,0.002,0.003,fixed,12/12/2020 14:47,3,2,Bottom of receiver,0.003,1.131,0.602,0.958,0.666,1.313,"15?00'00.00000""",0,12/12/2020 14:47,2
  π,X90-1,1860726.862,506811.936,143.436,"16?49'47.24557""","99?03'50.17862""",106.19,0.001,0.001,0.003,fixed,12/12/2020 14:50,3,2,Bottom of receiver,0.002,1.205,0.627,1.029,0.732,1.409,"15?00'00.00000""",0,12/12/2020 14:50,2
  π,X90-2,1860719.761,506803.853,144.026,"16?49'47.01457""","99?03'49.90540""",106.78,0.002,0.002,0.004,fixed,12/12/2020 14:50,3,2,Bottom of receiver,0.003,1.205,0.627,1.029,0.732,1.409,"15?00'00.00000""",0,12/12/2020 14:50,2
  π,X90-3,1860714.869,506798.3,144.575,"16?49'46.85545""","99?03'49.71771""",107.329,0.002,0.002,0.003,fixed,12/12/2020 14:50,3,2,Bottom of receiver,0.003,1.205,0.627,1.029,0.732,1.409,"15?00'00.00000""",0,12/12/2020 14:50,2
